conv_id,date,transcript,num_msgs,email_usuario,preguntas_usuario,resumen,subsidio_recomendado,rsh,con_quien_postula,edad,tiene_propiedad,tiene_subsidio_habitacional,nacionalidad,ingresos,ahorro
CONV-11228,2025-05-21,Non eveniet recusandae autem odio hic. Iusto nisi laboriosam et animi ex.,9,samuel.gajardo.demo40959@outlook.com,"[""distinctio"", ""rerum"", ""ipsum""]",Repudiandae adipisci voluptatibus.,DS19,40%,Otros,67,Sí,No,Chilena,Más de $1.200.000,$500.000
CONV-11229,2025-05-08,Nemo consequuntur sit autem dolorum error laborum quas. Illo nisi dolores.,20,edward.barahona.demo33812@hotmail.com,"[""autem"", ""odio"", ""eos""]",Reiciendis aut incidunt quisquam aut nihil sequi impedit.,DS49,40%,Cónyuge,58,No,No,Chilena,$400.000 - $600.000,$2.000.000
CONV-11230,2026-01-13,Animi necessitatibus vitae voluptates dignissimos quidem.,4,edward.barahona.demo33812@hotmail.com,"[""ratione"", ""aliquam"", ""sint"", ""sit""]",Explicabo sit reiciendis ullam.,DS19,80%,Solo,53,Sí,No,Chilena,Más de $1.200.000,$2.000.000
CONV-11231,2025-04-09,Sit corporis suscipit amet. Omnis iure ut sunt aperiam.,16,edward.barahona.demo33812@hotmail.com,"[""beatae""]",Quos ad ipsam nesciunt libero.,Ninguno,40%,Solo,26,No,No,Chilena,Más de $1.200.000,$500.000
CONV-11232,2025-05-20,Vel totam rem maxime. Maxime quaerat aliquid iure fuga autem.,22,carla.bobadilla.demo48413@hotmail.com,"[""totam""]",Sint repudiandae dolore praesentium.,DS1,40%,Otros,49,No,No,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-11233,2025-09-12,Ratione molestiae repudiandae. Molestiae ducimus expedita.,10,carla.bobadilla.demo48413@hotmail.com,"[""incidunt""]",Unde beatae quibusdam quam excepturi illum.,Ninguno,No registra,Otros,70,No,Sí,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11234,2025-12-10,Ducimus dolore fuga. Fugit ratione ullam. Delectus sunt illum maiores ipsum.,9,carla.bobadilla.demo48413@hotmail.com,"[""consectetur"", ""minima"", ""suscipit"", ""sit""]",Similique reiciendis non reprehenderit adipisci.,DS49,No registra,Solo,22,No,No,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11235,2026-01-05,Pariatur dolore libero a. Molestiae aliquam esse nihil nemo. Aspernatur non rem est.,25,alan.zuniga.demo33464@gmail.com,"[""ad"", ""ad"", ""itaque"", ""incidunt""]",Suscipit quasi doloremque sit.,DS1,80%,Solo,46,No,Sí,Chilena,$600.001 - $900.000,$1.000.000
CONV-11236,2025-12-14,Quasi accusantium vero. Ipsum magni qui quasi.,18,alan.zuniga.demo33464@gmail.com,"[""veniam""]",Quis architecto qui consequuntur provident distinctio deserunt excepturi.,Pendiente evaluación,No registra,Cónyuge,27,No,Sí,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-11237,2024-06-09,Inventore nulla maiores vitae totam quisquam debitis. Eius sint sit nesciunt.,4,vicente.vera.demo17212@yahoo.com,"[""doloribus"", ""suscipit"", ""maxime"", ""aspernatur""]",Iusto possimus eaque illo quibusdam consequatur.,DS1,No registra,Otros,31,Sí,Sí,Colombiana,Más de $1.200.000,$1.000.000
CONV-11238,2024-07-17,Veritatis commodi amet aliquam fuga voluptas eos.,20,doris.espinosa.demo12807@gmail.com,"[""accusamus"", ""amet"", ""vitae""]",Vero laborum quasi saepe possimus.,Pendiente evaluación,40%,Otros,27,No,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-11239,2025-08-08,Sit quae quaerat fugiat nihil expedita eligendi. Provident quos fuga voluptate.,21,ines.luna.demo41049@gmail.com,"[""ex"", ""perferendis""]",Praesentium qui totam officia.,DS1,40%,Solo,43,Sí,No,Venezolana,Más de $1.200.000,Sin ahorro formal
CONV-11240,2024-06-23,Temporibus cum dolor blanditiis commodi sit.,25,ines.luna.demo41049@gmail.com,"[""esse"", ""explicabo"", ""minus""]",Nulla iste amet voluptate doloremque suscipit.,Ninguno,40%,Solo,33,No,No,Chilena,Más de $1.200.000,$1.000.000
CONV-11241,2025-05-24,At sint placeat error nobis voluptatum.,13,luis.guerrero.demo28638@yahoo.com,"[""quia""]",Molestias tempore illo sequi placeat.,DS49,No registra,Cónyuge,60,Sí,Sí,Chilena,$600.001 - $900.000,$500.000
CONV-11242,2025-12-01,Sapiente dicta sint quasi dignissimos assumenda.,9,pablo.villanueva.demo12269@yahoo.com,"[""odit"", ""consectetur"", ""consequatur""]",Cum praesentium vero eum quaerat.,DS49,No registra,Cónyuge,56,No,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-11243,2024-10-12,Minus earum officia aliquam nobis excepturi. Distinctio odio velit nemo earum accusantium.,22,macarena.lara.demo27764@yahoo.com,"[""iusto""]",Iste sed provident nesciunt nesciunt facere iusto laborum.,Ninguno,40%,Otros,26,No,No,Chilena,Más de $1.200.000,$1.000.000
CONV-11244,2025-09-11,Voluptates facere sapiente excepturi. Illo explicabo unde nobis.,19,macarena.lara.demo27764@yahoo.com,"[""aspernatur"", ""libero"", ""vel"", ""molestias""]",Itaque distinctio quae cumque eos eum.,Ninguno,80%,Solo,63,No,No,Venezolana,$600.001 - $900.000,$2.000.000
CONV-11245,2024-09-23,Minima accusantium eveniet mollitia similique. Sed repellat aut minus.,10,jaime.echeverria.demo19798@gmail.com,"[""repellat"", ""quae""]",Praesentium facilis tenetur suscipit.,Pendiente evaluación,40%,Cónyuge,55,No,Sí,Chilena,$400.000 - $600.000,$1.000.000
CONV-11246,2025-11-11,Consequatur velit et itaque quam aliquid.,24,jaime.echeverria.demo19798@gmail.com,"[""sunt"", ""ullam"", ""veniam""]",Impedit deleniti officiis perferendis esse natus.,Ninguno,80%,Otros,18,No,Sí,Chilena,$600.001 - $900.000,$2.000.000
CONV-11247,2025-08-22,Itaque rerum sequi. Voluptatibus modi consectetur excepturi distinctio deserunt.,16,jaime.echeverria.demo19798@gmail.com,"[""laborum"", ""quos""]",Eveniet aspernatur porro vitae dolorum odit sapiente totam.,Pendiente evaluación,No registra,Familia,44,No,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11248,2025-12-13,Possimus iste laudantium similique perspiciatis.,3,marcela.marambio.demo11942@yahoo.com,"[""quisquam""]",Quibusdam officiis cumque repudiandae ipsam voluptates ex.,DS49,80%,Solo,25,No,Sí,Chilena,Más de $1.200.000,$500.000
CONV-11249,2025-04-04,Labore ab harum. Velit nam aspernatur cum. Corporis earum itaque.,6,marcela.marambio.demo11942@yahoo.com,"[""ipsam"", ""fuga"", ""ex"", ""autem""]",Id aliquam iure non possimus deleniti deserunt.,DS1,60%,Solo,40,No,Sí,Chilena,$400.000 - $600.000,$500.000
CONV-11250,2025-01-12,Hic sed accusamus minima.,13,marcela.marambio.demo11942@yahoo.com,"[""nobis"", ""molestiae""]",Eligendi quo vitae assumenda earum.,Pendiente evaluación,60%,Solo,51,No,No,Chilena,$400.000 - $600.000,$1.000.000
CONV-11251,2025-05-07,Impedit impedit dolores id eaque dicta exercitationem error.,11,mauricio.araya.demo50448@gmail.com,"[""ea"", ""nemo"", ""aliquam""]",At cumque nobis.,DS1,60%,Cónyuge,37,No,No,Venezolana,$900.001 - $1.200.000,$2.000.000
CONV-11252,2026-03-24,Eaque voluptates occaecati illum sint numquam distinctio.,14,gustavo.rodriguez.demo19334@gmail.com,"[""nesciunt"", ""autem"", ""nam"", ""consequatur""]",Id molestias nulla hic.,DS1,40%,Familia,22,Sí,No,Chilena,$600.001 - $900.000,$2.000.000
CONV-11253,2025-07-22,Adipisci recusandae dolore voluptatum magni.,3,daniel.retamal.demo35180@gmail.com,"[""aliquam""]",Quos asperiores nisi quae exercitationem quos atque.,DS1,60%,Solo,56,No,No,Peruana,Más de $1.200.000,$2.000.000
CONV-11254,2024-09-12,Necessitatibus in voluptas quos expedita sit quae.,7,daniel.retamal.demo35180@gmail.com,"[""accusantium"", ""quidem"", ""adipisci""]",Quos earum qui aliquam sapiente quibusdam quam.,Pendiente evaluación,No registra,Familia,53,No,Sí,Colombiana,$900.001 - $1.200.000,$1.000.000
CONV-11255,2025-04-02,Quia rem illum veritatis.,24,daniel.retamal.demo35180@gmail.com,"[""repellendus"", ""iusto""]",Voluptatibus ad eligendi pariatur veritatis fuga quod.,DS19,80%,Familia,69,Sí,No,Peruana,$600.001 - $900.000,$2.000.000
CONV-11256,2024-12-06,Aperiam incidunt culpa sapiente corrupti omnis. Necessitatibus eum officia quasi ipsa.,17,diego.contreras.demo7958@hotmail.com,"[""amet"", ""natus""]",Suscipit optio sint quia expedita repellendus.,DS49,40%,Familia,40,Sí,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-11257,2025-10-23,Vero laborum alias.,21,diego.contreras.demo7958@hotmail.com,"[""odio"", ""voluptates""]",Mollitia quis assumenda consequatur adipisci in.,Pendiente evaluación,40%,Familia,23,Sí,No,Chilena,$400.000 - $600.000,$1.000.000
CONV-11258,2025-03-07,Repellat quos vero repellendus voluptatibus.,9,diego.contreras.demo7958@hotmail.com,"[""ducimus"", ""doloremque""]",Doloremque dolor error ipsum iste.,Ninguno,60%,Familia,18,No,No,Chilena,$400.000 - $600.000,$2.000.000
CONV-11259,2024-11-06,Eaque in tempore optio sapiente non.,18,paz.carrasco.demo34987@yahoo.com,"[""perspiciatis"", ""ratione"", ""voluptatum"", ""inventore""]",Animi vero natus nostrum officia deserunt.,DS19,80%,Familia,58,No,Sí,Chilena,$600.001 - $900.000,$2.000.000
CONV-11260,2025-07-10,Temporibus in commodi porro illo accusamus magni consequatur.,20,jose.vargas.demo12014@outlook.com,"[""voluptatum"", ""nemo""]",Saepe tempora tempore quibusdam placeat.,DS1,80%,Solo,42,No,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11261,2025-06-19,Praesentium dolores ut minima animi.,21,jose.vargas.demo12014@outlook.com,"[""alias"", ""saepe""]",Doloremque ut est nobis laboriosam libero in voluptas.,DS19,80%,Cónyuge,69,Sí,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11262,2026-05-17,"Culpa dignissimos adipisci maiores placeat ad inventore nisi.
Veniam distinctio commodi eaque.",18,jose.vargas.demo12014@outlook.com,"[""eum"", ""beatae"", ""id"", ""quod""]",Distinctio eos quos illo voluptatem.,DS49,40%,Solo,59,No,No,Chilena,$600.001 - $900.000,$2.000.000
CONV-11263,2025-03-14,Consequuntur labore aspernatur incidunt at aliquid in.,20,jimena.contreras.demo20887@yahoo.com,"[""quia"", ""amet""]",Eveniet excepturi nostrum possimus quod consequatur.,DS49,60%,Cónyuge,44,No,No,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-11264,2026-03-25,Esse tenetur enim doloribus praesentium doloremque voluptas.,4,yamilet.lazo.demo40027@gmail.com,"[""incidunt"", ""incidunt""]",Odit sunt ea dolores tenetur animi.,Pendiente evaluación,No registra,Otros,25,Sí,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11265,2024-06-20,Ad necessitatibus reprehenderit quibusdam sit maiores.,18,bastian.sandoval.demo12634@outlook.com,"[""eaque"", ""perspiciatis""]",Eos magni impedit repellat praesentium magni occaecati numquam.,Pendiente evaluación,No registra,Cónyuge,68,No,Sí,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-11266,2024-07-24,Aliquid voluptatum asperiores assumenda.,24,bastian.sandoval.demo12634@outlook.com,"[""fugit"", ""saepe"", ""eveniet"", ""mollitia""]",Tenetur laboriosam incidunt deserunt sunt deserunt.,DS1,60%,Otros,32,No,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11267,2024-10-07,Dolor sunt perferendis veritatis quasi nobis.,11,bastian.sandoval.demo12634@outlook.com,"[""pariatur"", ""atque"", ""quod""]",Quibusdam tempora magnam.,DS1,40%,Familia,26,No,Sí,Colombiana,$900.001 - $1.200.000,$1.000.000
CONV-11268,2026-03-17,Tempore tempora architecto sunt.,17,alicia.molina.demo1568@hotmail.com,"[""ut""]",Architecto mollitia non assumenda explicabo.,Pendiente evaluación,40%,Cónyuge,64,Sí,Sí,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11269,2024-09-16,Nemo deleniti explicabo debitis. Ea debitis voluptates quasi voluptatem.,13,trinidad.arevalo.demo12935@gmail.com,"[""suscipit"", ""officia"", ""nostrum"", ""assumenda""]",Earum et provident enim molestiae.,DS1,40%,Solo,29,No,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-11270,2025-12-23,Laudantium ipsam molestiae ex commodi.,25,trinidad.arevalo.demo12935@gmail.com,"[""beatae"", ""perferendis"", ""quasi""]",Perferendis aspernatur architecto quo suscipit ad modi voluptas.,DS49,No registra,Familia,18,No,No,Chilena,$400.000 - $600.000,$1.000.000
CONV-11271,2025-10-27,Consequatur dolorum ratione quas et quo.,15,trinidad.arevalo.demo12935@gmail.com,"[""quasi"", ""molestiae"", ""totam"", ""officiis""]",Illo in error nihil.,DS1,60%,Otros,39,Sí,No,Chilena,$400.000 - $600.000,$2.000.000
CONV-11272,2025-01-03,Repudiandae a est repudiandae occaecati dolores.,5,jose.retamal.demo41278@outlook.com,"[""eum"", ""voluptatem""]",Consequatur quod non accusantium.,Ninguno,No registra,Familia,42,No,Sí,Chilena,$400.000 - $600.000,$1.000.000
CONV-11273,2025-02-05,Explicabo natus maiores sequi sequi labore vitae iure.,12,tulio.robles.demo9692@gmail.com,"[""placeat""]",Veritatis harum animi aspernatur.,DS1,No registra,Familia,58,Sí,Sí,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11274,2025-09-10,Vero quia adipisci harum optio.,5,tulio.robles.demo9692@gmail.com,"[""alias"", ""doloremque"", ""ipsum"", ""quae""]",Commodi repudiandae voluptatem.,DS49,No registra,Solo,31,Sí,No,Chilena,Más de $1.200.000,$500.000
CONV-11275,2025-09-26,Atque illo optio aut. Omnis ullam culpa accusantium.,20,zulema.zuniga.demo6843@outlook.com,"[""amet"", ""voluptatem"", ""aliquam""]",Doloribus corrupti excepturi.,DS49,60%,Familia,68,No,No,Chilena,Más de $1.200.000,$1.000.000
CONV-11276,2026-01-31,Dignissimos sint voluptate facilis.,5,zulema.zuniga.demo6843@outlook.com,"[""quas"", ""at""]",Nobis magnam facilis maiores quas exercitationem voluptatibus.,DS19,No registra,Cónyuge,53,Sí,No,Chilena,$400.000 - $600.000,$1.000.000
CONV-11277,2026-04-30,Perferendis possimus soluta cupiditate delectus.,24,cristian.medina.demo42131@outlook.com,"[""aliquam"", ""magnam"", ""rerum"", ""quidem""]",Nulla eos id quam impedit rem.,Pendiente evaluación,80%,Cónyuge,43,No,Sí,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11278,2026-03-14,Ab atque natus. Commodi neque similique maiores.,16,cristian.medina.demo42131@outlook.com,"[""provident"", ""reiciendis"", ""a"", ""a""]",Asperiores ratione sapiente assumenda.,DS49,80%,Cónyuge,46,Sí,No,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11279,2026-02-15,Facilis fuga pariatur cupiditate magni quam. Quos quaerat laborum officia voluptatibus.,3,cristian.medina.demo42131@outlook.com,"[""sit""]",Quod voluptates consequuntur illum necessitatibus ea quidem.,DS1,No registra,Cónyuge,45,Sí,No,Chilena,$400.000 - $600.000,$2.000.000
CONV-11280,2026-05-03,Totam dolores ea sint consectetur. Sit voluptatem debitis delectus iusto saepe.,17,marisol.ramos.demo6642@yahoo.com,"[""animi""]",Ducimus nobis tempora minus consectetur soluta eligendi.,Ninguno,40%,Familia,65,Sí,Sí,Chilena,$400.000 - $600.000,$1.000.000
CONV-11281,2025-04-27,Maxime ad explicabo ex nihil distinctio accusamus.,25,marisol.ramos.demo6642@yahoo.com,"[""voluptas"", ""inventore""]",Dolorem voluptatibus est quia autem.,DS19,80%,Solo,51,Sí,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-11282,2024-12-16,Cumque nulla ipsam maiores explicabo sapiente possimus.,25,victor.sandoval.demo21786@gmail.com,"[""ea"", ""nemo"", ""eaque""]",Ipsam itaque neque assumenda.,DS1,No registra,Familia,67,Sí,No,Chilena,$600.001 - $900.000,$500.000
CONV-11283,2024-10-20,Cum nesciunt totam esse repellat illo.,11,maria.figueroa.demo7980@hotmail.com,"[""modi""]",Voluptatibus incidunt dolore itaque modi animi itaque.,DS1,60%,Cónyuge,63,Sí,Sí,Chilena,$400.000 - $600.000,$2.000.000
CONV-11284,2025-07-01,Veniam facere delectus vero quidem.,16,ivan.villegas.demo2528@yahoo.com,"[""quisquam"", ""optio"", ""excepturi""]",Pariatur quod omnis consequuntur nam deserunt.,Ninguno,40%,Familia,42,No,No,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-11285,2025-07-05,Ullam quos alias exercitationem suscipit aspernatur.,19,ivan.villegas.demo2528@yahoo.com,"[""reiciendis""]",Deleniti a accusantium nulla dolores nisi quam.,Ninguno,60%,Otros,61,Sí,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11286,2025-05-15,Amet natus dolores alias possimus inventore. Nisi saepe possimus enim laudantium aut error.,7,ivan.villegas.demo2528@yahoo.com,"[""quibusdam""]",Sapiente sequi perferendis.,DS49,80%,Cónyuge,24,Sí,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11287,2026-03-28,Facilis maxime perferendis ullam.,12,francisca.arellano.demo31213@gmail.com,"[""doloribus"", ""sapiente""]",Dolorem tempore ab molestiae reprehenderit enim possimus.,Ninguno,60%,Otros,65,No,No,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-11288,2026-02-22,Nemo architecto voluptates voluptate.,8,francisca.arellano.demo31213@gmail.com,"[""ratione""]",Itaque aspernatur sint soluta quia corporis possimus.,DS49,60%,Otros,33,Sí,Sí,Chilena,$600.001 - $900.000,$1.000.000
CONV-11289,2025-01-20,Nemo vitae incidunt quod doloribus voluptatum laboriosam. Cum hic est.,14,francisca.arellano.demo31213@gmail.com,"[""minima""]",Magnam occaecati maiores debitis esse.,Pendiente evaluación,60%,Otros,57,Sí,Sí,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-11290,2024-12-08,Error ullam quas nihil sint. Eius odit quo fugiat cum praesentium sunt.,4,hector.fuentes.demo18452@gmail.com,"[""ea"", ""quasi""]",Delectus ex animi.,DS1,80%,Solo,35,Sí,Sí,Chilena,$900.001 - $1.200.000,$500.000
CONV-11291,2025-08-27,Ullam illum dolores expedita accusamus. Error non dolor autem voluptates sed.,19,hector.fuentes.demo18452@gmail.com,"[""occaecati"", ""nisi"", ""esse""]",Officiis commodi occaecati sunt sed doloribus.,DS1,No registra,Solo,18,No,No,Peruana,Más de $1.200.000,Sin ahorro formal
CONV-11292,2025-06-26,Hic corrupti voluptatem commodi voluptate magni.,24,maite.vilches.demo48402@gmail.com,"[""ad"", ""officia"", ""voluptates""]",Reiciendis ipsam repellendus quisquam.,Pendiente evaluación,80%,Solo,62,No,Sí,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-11293,2025-02-27,Impedit doloremque tenetur. Ea sit officiis praesentium quia dolorum dolor.,8,maite.vilches.demo48402@gmail.com,"[""excepturi"", ""voluptatum""]",Reiciendis praesentium harum in illo mollitia exercitationem.,DS1,80%,Otros,68,No,No,Colombiana,Más de $1.200.000,Sin ahorro formal
CONV-11294,2024-12-30,Perspiciatis inventore eaque doloremque culpa a.,4,katherine.montenegro.demo45100@yahoo.com,"[""iure"", ""aliquam"", ""omnis"", ""et""]",In doloremque deleniti.,DS1,40%,Otros,40,Sí,Sí,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11295,2024-09-15,Accusantium possimus doloremque. Voluptatem dolores corrupti error.,22,katherine.montenegro.demo45100@yahoo.com,"[""sequi""]",Delectus ducimus distinctio.,DS49,60%,Otros,21,Sí,No,Venezolana,$900.001 - $1.200.000,Sin ahorro formal
CONV-11296,2026-02-11,Eius magni suscipit voluptatibus facere pariatur cupiditate.,23,katherine.montenegro.demo45100@yahoo.com,"[""impedit"", ""fugiat"", ""tenetur""]",Iusto eius excepturi sequi fugiat.,DS19,60%,Cónyuge,49,Sí,Sí,Colombiana,$900.001 - $1.200.000,$1.000.000
CONV-11297,2026-03-30,Magni temporibus optio accusantium non. Odio cum quasi sint commodi ea vitae.,23,patricia.santander.demo11575@outlook.com,"[""debitis"", ""aut"", ""odio""]",Neque corporis beatae aliquam.,Pendiente evaluación,80%,Solo,39,No,No,Chilena,Más de $1.200.000,$500.000
CONV-11298,2024-10-15,Incidunt atque accusamus tempore incidunt perspiciatis.,19,maria.nunez.demo32966@gmail.com,"[""nesciunt"", ""harum"", ""consectetur""]",Maxime quaerat quaerat.,Pendiente evaluación,80%,Otros,65,No,Sí,Chilena,Más de $1.200.000,$500.000
CONV-11299,2025-06-09,Quam harum aspernatur ipsam saepe architecto labore.,16,maria.nunez.demo32966@gmail.com,"[""totam"", ""totam"", ""non""]",Nihil perferendis inventore suscipit repellat.,DS1,60%,Solo,50,Sí,Sí,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11300,2025-05-16,Saepe reprehenderit magni inventore laborum ab.,6,luis.solis.demo38124@yahoo.com,"[""aspernatur"", ""ducimus""]",Quos voluptas a distinctio reiciendis ex.,Pendiente evaluación,40%,Solo,64,No,Sí,Chilena,$600.001 - $900.000,$2.000.000
CONV-11301,2025-12-16,Ex aliquid esse. Tempore quod rem dolore est.,10,abigail.parra.demo11636@hotmail.com,"[""ipsa"", ""sapiente"", ""esse"", ""odit""]",Optio sequi officiis tempora quam mollitia alias.,Ninguno,80%,Cónyuge,60,Sí,Sí,Venezolana,Más de $1.200.000,$500.000
CONV-11302,2025-08-04,Culpa vel corporis.,10,abigail.parra.demo11636@hotmail.com,"[""alias""]",Tenetur ducimus aspernatur neque totam fugiat.,Ninguno,No registra,Otros,27,No,No,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11303,2025-05-29,Reiciendis harum labore fugiat.,19,oliver.tapia.demo15805@gmail.com,"[""explicabo"", ""cupiditate""]",Neque mollitia officiis aperiam quam officiis placeat.,DS1,40%,Cónyuge,18,No,No,Chilena,$600.001 - $900.000,$500.000
CONV-11304,2026-03-25,Qui molestiae cum voluptatum facilis excepturi magni.,18,oliver.tapia.demo15805@gmail.com,"[""quibusdam"", ""ab"", ""est"", ""eligendi""]",Saepe quos pariatur autem maiores accusamus.,DS1,40%,Familia,37,Sí,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-11305,2025-11-07,Ad temporibus nostrum. Eligendi veritatis sed suscipit. Ratione ab odio porro saepe.,7,claudia.machuca.demo45089@outlook.com,"[""vitae"", ""quo"", ""libero"", ""quae""]",Itaque modi iusto explicabo laborum consectetur nulla.,Ninguno,No registra,Otros,53,No,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11306,2024-11-18,Voluptatibus vero consequuntur. Et ratione a hic sit. Aspernatur aliquam dolorem ab unde ab.,10,claudia.machuca.demo45089@outlook.com,"[""fugiat"", ""quam"", ""beatae""]",Similique earum occaecati.,Pendiente evaluación,80%,Otros,35,Sí,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11307,2025-10-02,Animi placeat ex reprehenderit eveniet quas enim.,24,eduardo.bastias.demo35379@yahoo.com,"[""itaque"", ""maxime""]",Corrupti quos doloribus consequatur.,Ninguno,60%,Otros,47,Sí,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11308,2025-07-04,Vero repudiandae rerum laborum ullam numquam.,12,eduardo.bastias.demo35379@yahoo.com,"[""quisquam"", ""odit""]",Ut similique magni.,Ninguno,60%,Familia,53,No,Sí,Chilena,$600.001 - $900.000,$500.000
CONV-11309,2025-03-23,Sed perferendis aliquid accusantium unde nostrum.,21,delfina.carvajal.demo28243@hotmail.com,"[""fugit"", ""quo""]",Tempore temporibus ab veniam labore omnis quia.,DS49,40%,Cónyuge,32,Sí,No,Chilena,$900.001 - $1.200.000,$500.000
CONV-11310,2026-05-03,Ut distinctio fugiat atque dolore. Quaerat quod quaerat quo voluptates maiores.,25,delfina.carvajal.demo28243@hotmail.com,"[""veritatis""]",Earum quae dolorum harum architecto reprehenderit quis.,Ninguno,No registra,Otros,20,Sí,No,Colombiana,$900.001 - $1.200.000,Sin ahorro formal
CONV-11311,2025-04-05,Tempora cupiditate ut eaque eos rerum recusandae.,10,vicente.carrasco.demo39045@gmail.com,"[""quae"", ""placeat"", ""inventore""]",Nihil hic doloremque incidunt.,DS1,80%,Solo,23,Sí,Sí,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-11312,2026-03-08,Expedita totam recusandae. Nisi provident ipsum provident.,13,vicente.carrasco.demo39045@gmail.com,"[""distinctio""]",Hic veniam non dolorem assumenda illum.,DS19,No registra,Solo,51,No,Sí,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-11313,2024-07-13,Est beatae nihil commodi inventore quam ut. Id commodi animi.,6,vicente.carrasco.demo39045@gmail.com,"[""eum"", ""iure"", ""sequi"", ""in""]",Corrupti magnam pariatur quos atque occaecati.,DS19,60%,Otros,22,Sí,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11314,2026-03-01,Vitae cum assumenda doloremque tempora id ut laborum.,4,juan.romero.demo4123@outlook.com,"[""tempore"", ""illum"", ""quo"", ""quam""]",Nulla sint dolor harum.,Pendiente evaluación,80%,Otros,23,No,No,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11315,2025-11-05,Ab natus ullam non fuga. Dolorum officiis in dolorem cum nam perspiciatis.,9,juan.romero.demo4123@outlook.com,"[""assumenda""]",Officia est sunt quia dolor quam.,Ninguno,80%,Familia,34,Sí,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11316,2025-05-17,Perspiciatis aliquid dolorem. Labore nihil minima eveniet odio enim.,19,maribel.cruz.demo13488@outlook.com,"[""iste"", ""blanditiis"", ""sed"", ""dolores""]",Facilis id nobis a recusandae ut.,DS1,60%,Cónyuge,31,Sí,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-11317,2025-02-20,Aliquid dicta labore quia.,3,maribel.munoz.demo19230@outlook.com,"[""est"", ""nobis"", ""optio"", ""laudantium""]",Quia eum ullam sequi.,Pendiente evaluación,60%,Otros,31,Sí,No,Chilena,Más de $1.200.000,$2.000.000
CONV-11318,2025-08-30,Iste impedit numquam porro vero totam accusantium.,24,maribel.munoz.demo19230@outlook.com,"[""illo"", ""totam"", ""veritatis"", ""temporibus""]",Quis delectus accusantium magnam.,DS1,60%,Familia,33,No,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11319,2025-12-24,Nihil tempore vel quo optio.,25,maribel.munoz.demo19230@outlook.com,"[""libero"", ""tempore""]",Praesentium corporis dolore repellat.,Ninguno,40%,Otros,48,No,No,Chilena,Más de $1.200.000,$500.000
CONV-11320,2025-03-02,Nesciunt odit labore ipsa corporis corporis eum.,8,maria.cruz.demo39068@gmail.com,"[""officia"", ""quis"", ""repudiandae"", ""aliquid""]",Reprehenderit aspernatur culpa numquam est.,DS49,60%,Cónyuge,21,Sí,Sí,Venezolana,Más de $1.200.000,$2.000.000
CONV-11321,2026-01-16,Provident exercitationem eius adipisci.,16,maria.cruz.demo39068@gmail.com,"[""ducimus"", ""nam""]",Tenetur debitis vero id.,Ninguno,40%,Solo,22,No,Sí,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-11322,2024-08-12,Tempora consequuntur vero architecto asperiores accusantium quia.,3,maria.cruz.demo39068@gmail.com,"[""animi"", ""eum"", ""praesentium""]",Neque minus vero nihil.,DS19,40%,Cónyuge,55,No,No,Peruana,$400.000 - $600.000,$1.000.000
