TALLER_ENTRY_ID,TALLER_TITLE,FECHA_TALLER,MEMBER_EMAIL,MEMBER_SCREEN_NAME
T-1030,Taller de Educación Financiera,23/04/2023,franz.badilla.demo44158@hotmail.com,Franz Badilla
T-1046,Jornada Comités de Vivienda - Región Metropolitana,10/08/2025,daniel.gonzalez.demo7839@gmail.com,Daniel González
T-1054,Taller de Postulación DS19 - Mayo 2026,17/07/2025,patricia.villar.demo13961@gmail.com,Patricia Villar
T-1059,Asamblea Informativa DS49,21/09/2024,ema.mendoza.demo12336@gmail.com,Ema Mendoza
T-1033,Taller Ahorro y Subsidio Habitacional,16/04/2023,angel.vargas.demo28250@outlook.com,Ángel Vargas
T-1024,Webinar: Cómo Postular al Subsidio Habitacional,13/12/2025,jordan.aguayo.demo36874@yahoo.com,Jordán Aguayo
T-1012,Taller Subsidio Sectores Medios DS.01,29/07/2023,marlene.leal.demo25477@gmail.com,Marlene Leal
T-1016,Jornada Comités de Vivienda - Región Metropolitana,07/09/2025,bernarda.plaza.demo9378@yahoo.com,Bernarda Plaza
T-1003,Jornada Comités de Vivienda - Región Metropolitana,14/01/2024,carlos.valderrama.demo13849@outlook.com,Carlos Valderrama
T-1020,Webinar: Cómo Postular al Subsidio Habitacional,24/08/2023,benjamin.contreras.demo8667@gmail.com,Benjamín Contreras
T-1044,Asamblea Informativa DS49,21/03/2026,elizabeth.herrera.demo37518@outlook.com,Elizabeth Herrera
T-1000,Taller de Postulación DS19 - Mayo 2026,17/11/2023,gabriela.escobar.demo48823@gmail.com,Gabriela Escobar
T-1058,Webinar: Cómo Postular al Subsidio Habitacional,05/08/2023,marcelo.garrido.demo27663@outlook.com,Marcelo Garrido
T-1052,Webinar: Cómo Postular al Subsidio Habitacional,31/08/2024,carolina.mellado.demo41609@outlook.com,Carolina Mellado
T-1001,Charla: Déficit Habitacional en Chile,04/10/2025,leonardo.letelier.demo3027@outlook.com,Leonardo Letelier
T-1039,Taller Subsidio Sectores Medios DS.01,22/08/2024,yesenia.ulloa.demo29770@yahoo.com,Yesenia Ulloa
T-1049,Charla: Déficit Habitacional en Chile,09/09/2023,leandro.arellano.demo37048@outlook.com,Leandro Arellano
T-1017,Taller de Postulación DS19 - Mayo 2026,02/02/2025,alex.gonzalez.demo23623@outlook.com,Alex González
T-1010,Asamblea Informativa DS49,29/04/2025,fabian.cid.demo40591@outlook.com,Fabián Cid
T-1016,Webinar: Cómo Postular al Subsidio Habitacional,24/12/2023,alexis.figueroa.demo17562@outlook.com,Alexis Figueroa
T-1051,Asamblea Informativa DS49,13/10/2023,alejandra.roman.demo25010@gmail.com,Alejandra Román
T-1017,Taller Subsidio Sectores Medios DS.01,18/05/2024,maria.rodriguez.demo33905@outlook.com,María Rodríguez
T-1030,Taller de Postulación DS19 - Mayo 2026,07/02/2024,cristian.campos.demo19799@outlook.com,Cristian Campos
T-1005,Webinar: Cómo Postular al Subsidio Habitacional,26/01/2024,heriberto.carcamo.demo49350@hotmail.com,Heriberto Cárcamo
T-1018,Webinar: Cómo Postular al Subsidio Habitacional,20/06/2024,ayelen.sandoval.demo11001@outlook.com,Ayelén Sandoval
T-1007,Taller Subsidio Sectores Medios DS.01,27/10/2024,emily.perez.demo15981@yahoo.com,Emily Pérez
T-1052,Taller de Educación Financiera,19/07/2024,silvia.romero.demo16567@yahoo.com,Silvia Romero
T-1011,Taller Ahorro y Subsidio Habitacional,03/01/2024,leslie.leon.demo13284@gmail.com,Leslie León
T-1034,Taller de Postulación DS19 - Mayo 2026,08/05/2025,nelly.gajardo.demo37501@yahoo.com,Nelly Gajardo
T-1019,Taller Subsidio Sectores Medios DS.01,26/05/2025,ernesto.munoz.demo16616@gmail.com,Ernesto Muñoz
T-1021,Charla: Déficit Habitacional en Chile,24/06/2025,elias.fernandez.demo34456@outlook.com,Elías Fernández
T-1051,Taller de Postulación DS19 - Mayo 2026,04/08/2023,gonzalo.torres.demo41645@outlook.com,Gonzalo Torres
T-1044,Asamblea Informativa DS49,03/01/2025,daniel.jorquera.demo27686@outlook.com,Daniel Jorquera
T-1033,Taller Subsidio Sectores Medios DS.01,23/07/2025,camila.sierra.demo40075@hotmail.com,Camila Sierra
T-1013,Charla: Déficit Habitacional en Chile,01/12/2025,karen.montenegro.demo31628@hotmail.com,Karen Montenegro
T-1051,Jornada Comités de Vivienda - Región Metropolitana,18/01/2024,german.romero.demo17350@gmail.com,Germán Romero
T-1049,Taller Subsidio Sectores Medios DS.01,01/04/2025,alexandra.pereira.demo36311@hotmail.com,Alexandra Pereira
T-1032,Taller de Postulación DS19 - Mayo 2026,27/12/2024,adriana.espinoza.demo48189@yahoo.com,Adriana Espinoza
T-1055,Asamblea Informativa DS49,27/08/2023,yeison.tapia.demo1793@yahoo.com,Yeison Tapia
T-1026,Taller de Educación Financiera,05/07/2023,jose.vasquez.demo29098@gmail.com,José Vásquez
T-1011,Webinar: Cómo Postular al Subsidio Habitacional,02/11/2024,aurora.guerrero.demo32376@outlook.com,Aurora Guerrero
T-1056,Jornada Comités de Vivienda - Región Metropolitana,02/08/2023,alexis.burgos.demo24731@yahoo.com,Alexis Burgos
T-1000,Taller de Postulación DS19 - Mayo 2026,10/01/2026,matias.urzua.demo18849@hotmail.com,Matías Urzúa
T-1059,Webinar: Cómo Postular al Subsidio Habitacional,07/06/2024,joaquin.araya.demo14398@hotmail.com,Joaquín Araya
T-1044,Webinar: Cómo Postular al Subsidio Habitacional,27/01/2025,francisco.lopez.demo5247@gmail.com,Francisco López
T-1023,Taller de Educación Financiera,17/12/2025,jorge.torres.demo6573@outlook.com,Jorge Torres
T-1017,Taller de Postulación DS19 - Mayo 2026,19/11/2023,nancy.santana.demo14145@hotmail.com,Nancy Santana
T-1046,Webinar: Cómo Postular al Subsidio Habitacional,30/11/2025,luis.gajardo.demo43901@hotmail.com,Luis Gajardo
T-1049,Taller de Postulación DS19 - Mayo 2026,12/11/2024,sonia.dominguez.demo36221@hotmail.com,Sonia Domínguez
T-1041,Charla: Déficit Habitacional en Chile,15/06/2024,emma.sepulveda.demo31898@outlook.com,Emma Sepúlveda
T-1029,Taller de Educación Financiera,05/05/2024,jorge.norambuena.demo20526@outlook.com,Jorge Norambuena
T-1010,Jornada Comités de Vivienda - Región Metropolitana,03/01/2025,jaime.morales.demo25690@hotmail.com,Jaime Morales
T-1027,Taller Ahorro y Subsidio Habitacional,24/11/2024,barbara.nunez.demo25403@outlook.com,Bárbara Núñez
T-1022,Taller de Educación Financiera,08/06/2023,monica.navarro.demo34423@yahoo.com,Mónica Navarro
T-1001,Asamblea Informativa DS49,19/11/2023,norma.segura.demo48945@yahoo.com,Norma Segura
T-1038,Webinar: Cómo Postular al Subsidio Habitacional,17/02/2026,oscar.ramirez.demo34270@gmail.com,Oscar Ramírez
T-1044,Taller de Educación Financiera,10/03/2023,hector.flores.demo32034@outlook.com,Héctor Flores
T-1038,Taller Ahorro y Subsidio Habitacional,14/05/2026,angie.herrera.demo897@outlook.com,Angie Herrera
T-1027,Taller de Educación Financiera,03/03/2023,carolina.plaza.demo33846@gmail.com,Carolina Plaza
T-1036,Jornada Comités de Vivienda - Región Metropolitana,02/09/2025,julia.valenzuela.demo20178@gmail.com,Julia Valenzuela
T-1041,Charla: Déficit Habitacional en Chile,29/09/2025,dolores.jimenez.demo2042@outlook.com,Dolores Jiménez
T-1055,Charla: Déficit Habitacional en Chile,29/07/2024,carlos.mora.demo18435@hotmail.com,Carlos Mora
T-1015,Taller Ahorro y Subsidio Habitacional,25/12/2023,veronica.acevedo.demo7291@yahoo.com,Verónica Acevedo
T-1019,Charla: Déficit Habitacional en Chile,13/04/2024,juan.carvajal.demo38074@outlook.com,Juan Carvajal
T-1011,Taller de Educación Financiera,15/01/2024,lidia.araya.demo13570@yahoo.com,Lidia Araya
T-1040,Charla: Déficit Habitacional en Chile,02/06/2024,valentina.parra.demo32712@yahoo.com,Valentina Parra
T-1022,Charla: Déficit Habitacional en Chile,28/04/2026,evelyn.valencia.demo50744@outlook.com,Evelyn Valencia
T-1044,Charla: Déficit Habitacional en Chile,31/03/2026,maria.ferrada.demo48591@hotmail.com,María Ferrada
T-1007,Taller Subsidio Sectores Medios DS.01,05/05/2025,luis.becerra.demo43603@outlook.com,Luis Becerra
T-1026,Jornada Comités de Vivienda - Región Metropolitana,05/06/2024,maria.espinoza.demo48162@gmail.com,María Espinoza
T-1057,Taller Ahorro y Subsidio Habitacional,31/01/2025,claudio.valenzuela.demo36073@outlook.com,Claudio Valenzuela
T-1000,Taller Ahorro y Subsidio Habitacional,23/09/2024,marisol.ortega.demo51617@hotmail.com,Marisol Ortega
T-1043,Taller Subsidio Sectores Medios DS.01,15/02/2023,jennifer.navarrete.demo47344@hotmail.com,Jennifer Navarrete
T-1000,Taller de Educación Financiera,23/07/2023,jose.salazar.demo33295@outlook.com,José Salazar
T-1036,Webinar: Cómo Postular al Subsidio Habitacional,05/12/2025,sergio.munoz.demo32926@gmail.com,Sergio Muñoz
T-1009,Jornada Comités de Vivienda - Región Metropolitana,22/12/2023,jose.soto.demo8708@outlook.com,José Soto
T-1044,Taller de Educación Financiera,04/03/2024,jairo.caballero.demo28321@gmail.com,Jairo Caballero
T-1044,Charla: Déficit Habitacional en Chile,02/05/2026,manuel.torres.demo22890@yahoo.com,Manuel Torres
T-1058,Charla: Déficit Habitacional en Chile,06/04/2026,mercedes.vallejos.demo40982@yahoo.com,Mercedes Vallejos
T-1026,Taller Ahorro y Subsidio Habitacional,22/03/2026,rocio.sepulveda.demo39011@yahoo.com,Rocío Sepúlveda
T-1042,Taller Subsidio Sectores Medios DS.01,10/01/2026,anibal.contreras.demo10221@gmail.com,Aníbal Contreras
T-1052,Jornada Comités de Vivienda - Región Metropolitana,24/02/2023,luciana.veliz.demo6776@gmail.com,Luciana Véliz
T-1032,Webinar: Cómo Postular al Subsidio Habitacional,03/01/2025,perla.silva.demo36199@yahoo.com,Perla Silva
T-1008,Taller de Educación Financiera,02/09/2025,catherine.duran.demo37347@outlook.com,Catherine Durán
T-1045,Taller Ahorro y Subsidio Habitacional,06/10/2023,maite.calderon.demo28477@hotmail.com,Maite Calderón
T-1023,Jornada Comités de Vivienda - Región Metropolitana,14/09/2024,jeannette.moya.demo29347@yahoo.com,Jeannette Moya
T-1044,Taller Ahorro y Subsidio Habitacional,24/06/2023,javier.arancibia.demo50454@outlook.com,Javier Arancibia
T-1018,Taller Subsidio Sectores Medios DS.01,17/05/2023,luis.huerta.demo47799@hotmail.com,Luis Huerta
T-1044,Taller Ahorro y Subsidio Habitacional,14/05/2023,benjamin.mancilla.demo5359@gmail.com,Benjamín Mancilla
T-1030,Taller de Postulación DS19 - Mayo 2026,20/04/2023,maribel.faundez.demo6140@yahoo.com,Maribel Faúndez
T-1024,Taller de Postulación DS19 - Mayo 2026,04/08/2023,matias.sandoval.demo30811@yahoo.com,Matías Sandoval
T-1021,Charla: Déficit Habitacional en Chile,15/05/2025,magaly.arce.demo32610@hotmail.com,Magaly Arce
T-1055,Taller de Postulación DS19 - Mayo 2026,09/02/2026,rene.lopez.demo48440@gmail.com,René López
T-1039,Asamblea Informativa DS49,29/09/2024,adelaida.vejar.demo37963@hotmail.com,Adelaida Vejar
T-1023,Taller Ahorro y Subsidio Habitacional,07/02/2026,santiago.rodriguez.demo19446@gmail.com,Santiago Rodríguez
T-1017,Taller de Educación Financiera,17/05/2024,franchesca.espinoza.demo20212@hotmail.com,Franchesca Espinoza
T-1041,Webinar: Cómo Postular al Subsidio Habitacional,08/02/2023,luis.soto.demo13589@outlook.com,Luis Soto
T-1028,Asamblea Informativa DS49,15/06/2024,francisco.navarrete.demo7496@hotmail.com,Francisco Navarrete
T-1030,Taller de Postulación DS19 - Mayo 2026,28/01/2025,maite.bernal.demo19727@outlook.com,Maite Bernal
T-1027,Charla: Déficit Habitacional en Chile,23/07/2023,emilia.avalos.demo45024@outlook.com,Emilia Ávalos
T-1030,Taller Ahorro y Subsidio Habitacional,22/05/2026,karen.saavedra.demo46056@gmail.com,Karen Saavedra
T-1049,Charla: Déficit Habitacional en Chile,28/10/2024,mauricio.garrido.demo38818@yahoo.com,Mauricio Garrido
T-1034,Taller Ahorro y Subsidio Habitacional,04/01/2026,diego.pizarro.demo32697@outlook.com,Diego Pizarro
T-1016,Webinar: Cómo Postular al Subsidio Habitacional,24/01/2025,amanda.salazar.demo28666@hotmail.com,Amanda Salazar
T-1000,Charla: Déficit Habitacional en Chile,12/05/2024,claudina.rivera.demo48829@outlook.com,Claudina Rivera
T-1016,Taller Subsidio Sectores Medios DS.01,29/01/2026,samuel.vejar.demo16014@gmail.com,Samuel Vejar
T-1038,Webinar: Cómo Postular al Subsidio Habitacional,01/10/2025,ronald.quiroz.demo49765@gmail.com,Ronald Quiroz
T-1056,Charla: Déficit Habitacional en Chile,15/11/2025,oscar.ibarra.demo40274@yahoo.com,Oscar Ibarra
T-1051,Taller de Educación Financiera,19/01/2025,jorge.ramirez.demo23997@gmail.com,Jorge Ramírez
T-1028,Taller de Postulación DS19 - Mayo 2026,27/04/2023,pamela.dominguez.demo39472@yahoo.com,Pamela Domínguez
T-1005,Webinar: Cómo Postular al Subsidio Habitacional,23/09/2024,michelle.rojas.demo279@outlook.com,Michelle Rojas
T-1002,Charla: Déficit Habitacional en Chile,05/11/2023,mercedes.gonzalez.demo5865@yahoo.com,Mercedes González
T-1033,Taller de Postulación DS19 - Mayo 2026,04/01/2024,catalina.bustamante.demo50656@outlook.com,Catalina Bustamante
T-1028,Taller de Postulación DS19 - Mayo 2026,15/07/2024,fernando.jara.demo36235@gmail.com,Fernando Jara
T-1012,Charla: Déficit Habitacional en Chile,02/05/2025,edison.medina.demo1367@hotmail.com,Edison Medina
T-1012,Jornada Comités de Vivienda - Región Metropolitana,28/12/2024,nelson.gomez.demo21570@hotmail.com,Nelson Gómez
T-1023,Taller de Educación Financiera,14/02/2024,natalia.astudillo.demo16595@gmail.com,Natalia Astudillo
T-1055,Jornada Comités de Vivienda - Región Metropolitana,06/01/2023,edward.reyes.demo7171@gmail.com,Edward Reyes
T-1030,Taller de Educación Financiera,14/08/2025,herminda.gonzalez.demo14630@outlook.com,Herminda González
T-1050,Charla: Déficit Habitacional en Chile,28/03/2026,camilo.zapata.demo5861@yahoo.com,Camilo Zapata
T-1047,Webinar: Cómo Postular al Subsidio Habitacional,27/04/2023,julian.carrasco.demo19925@gmail.com,Julián Carrasco
T-1052,Taller Subsidio Sectores Medios DS.01,28/03/2023,katherine.serrano.demo33469@hotmail.com,Katherine Serrano
T-1039,Taller Ahorro y Subsidio Habitacional,13/08/2023,evelyn.vasquez.demo1076@hotmail.com,Evelyn Vásquez
T-1016,Jornada Comités de Vivienda - Región Metropolitana,10/01/2025,joaquin.valenzuela.demo4840@outlook.com,Joaquín Valenzuela
T-1036,Jornada Comités de Vivienda - Región Metropolitana,31/03/2025,adriana.ortega.demo18092@yahoo.com,Adriana Ortega
T-1016,Jornada Comités de Vivienda - Región Metropolitana,29/10/2025,alfonso.brito.demo8001@hotmail.com,Alfonso Brito
T-1028,Taller de Postulación DS19 - Mayo 2026,14/03/2026,cristian.arancibia.demo14351@yahoo.com,Cristian Arancibia
T-1045,Jornada Comités de Vivienda - Región Metropolitana,26/12/2023,carlos.rivera.demo13874@gmail.com,Carlos Rivera
T-1028,Taller de Postulación DS19 - Mayo 2026,05/06/2025,alejandra.caceres.demo34559@gmail.com,Alejandra Cáceres
T-1053,Taller Ahorro y Subsidio Habitacional,08/04/2023,martin.nunez.demo34121@yahoo.com,Martín Núñez
T-1022,Taller Ahorro y Subsidio Habitacional,19/04/2025,yasna.retamal.demo25902@hotmail.com,Yasna Retamal
T-1058,Asamblea Informativa DS49,17/05/2025,abel.avila.demo33120@yahoo.com,Abel Ávila
T-1053,Taller Ahorro y Subsidio Habitacional,07/02/2024,oscar.santana.demo16284@yahoo.com,Oscar Santana
T-1053,Taller de Postulación DS19 - Mayo 2026,13/03/2023,alicia.cerda.demo12870@yahoo.com,Alicia Cerda
T-1044,Taller de Educación Financiera,01/11/2023,alvaro.ceballos.demo11552@hotmail.com,Álvaro Ceballos
T-1013,Asamblea Informativa DS49,06/01/2024,rafael.chavez.demo7416@hotmail.com,Rafael Chávez
T-1052,Asamblea Informativa DS49,17/11/2025,jose.lopez.demo26807@hotmail.com,José López
T-1006,Taller de Educación Financiera,18/02/2025,ana.borquez.demo6263@hotmail.com,Ana Bórquez
T-1058,Jornada Comités de Vivienda - Región Metropolitana,09/12/2023,gaspar.araya.demo23145@outlook.com,Gaspar Araya
T-1016,Charla: Déficit Habitacional en Chile,12/12/2023,alberto.rojas.demo42378@hotmail.com,Alberto Rojas
T-1011,Taller Ahorro y Subsidio Habitacional,07/01/2023,valentina.gonzalez.demo46309@outlook.com,Valentina González
T-1010,Taller Subsidio Sectores Medios DS.01,25/04/2025,elena.ruiz.demo19165@outlook.com,Elena Ruiz
T-1029,Taller Ahorro y Subsidio Habitacional,01/03/2026,luis.jimenez.demo28306@gmail.com,Luis Jiménez
T-1026,Asamblea Informativa DS49,30/03/2026,carla.leal.demo46118@hotmail.com,Carla Leal
T-1043,Webinar: Cómo Postular al Subsidio Habitacional,21/03/2025,abraham.molina.demo36131@hotmail.com,Abraham Molina
T-1041,Webinar: Cómo Postular al Subsidio Habitacional,09/03/2025,luis.tapia.demo5220@yahoo.com,Luis Tapia
T-1028,Jornada Comités de Vivienda - Región Metropolitana,01/05/2023,marianela.salgado.demo21626@gmail.com,Marianela Salgado
T-1004,Webinar: Cómo Postular al Subsidio Habitacional,27/09/2023,maribel.herrera.demo35919@gmail.com,Maribel Herrera
T-1042,Taller de Postulación DS19 - Mayo 2026,20/02/2023,luis.tapia.demo26355@yahoo.com,Luis Tapia
T-1048,Taller Subsidio Sectores Medios DS.01,22/12/2024,amalia.palacios.demo18266@yahoo.com,Amalia Palacios
T-1050,Taller Ahorro y Subsidio Habitacional,10/09/2025,benjamin.cifuentes.demo44637@hotmail.com,Benjamín Cifuentes
T-1043,Taller Ahorro y Subsidio Habitacional,31/01/2024,jaime.zambrano.demo24407@yahoo.com,Jaime Zambrano
T-1052,Taller de Postulación DS19 - Mayo 2026,11/01/2023,fabian.viveros.demo39271@gmail.com,Fabián Viveros
T-1036,Charla: Déficit Habitacional en Chile,13/11/2023,daniel.martinez.demo21420@hotmail.com,Daniel Martínez
T-1045,Taller Ahorro y Subsidio Habitacional,10/05/2025,marianela.diaz.demo31342@yahoo.com,Marianela Díaz
T-1045,Webinar: Cómo Postular al Subsidio Habitacional,04/05/2023,blanca.hernandez.demo33251@outlook.com,Blanca Hernández
T-1000,Jornada Comités de Vivienda - Región Metropolitana,15/03/2024,mateo.carreno.demo34330@yahoo.com,Mateo Carreño
T-1028,Asamblea Informativa DS49,25/02/2023,josefa.salgado.demo8671@gmail.com,Josefa Salgado
T-1016,Jornada Comités de Vivienda - Región Metropolitana,03/11/2025,ernesto.espinoza.demo20912@gmail.com,Ernesto Espinoza
T-1027,Taller Subsidio Sectores Medios DS.01,10/09/2024,patricia.sepulveda.demo8962@yahoo.com,Patricia Sepúlveda
T-1024,Taller Subsidio Sectores Medios DS.01,22/04/2023,harold.orrego.demo21979@yahoo.com,Harold Orrego
T-1043,Taller de Postulación DS19 - Mayo 2026,09/01/2023,graciela.avalos.demo26237@yahoo.com,Graciela Ávalos
T-1042,Asamblea Informativa DS49,28/02/2025,miguel.aravena.demo21968@yahoo.com,Miguel Aravena
T-1050,Taller de Educación Financiera,01/04/2023,viviana.lagos.demo41973@outlook.com,Viviana Lagos
T-1057,Taller de Postulación DS19 - Mayo 2026,03/09/2024,felipe.molina.demo10128@gmail.com,Felipe Molina
T-1009,Taller de Postulación DS19 - Mayo 2026,20/10/2023,juan.medina.demo30760@outlook.com,Juan Medina
T-1030,Webinar: Cómo Postular al Subsidio Habitacional,15/01/2025,miguel.concha.demo33569@hotmail.com,Miguel Concha
T-1045,Taller de Educación Financiera,10/09/2025,leandro.quezada.demo3463@gmail.com,Leandro Quezada
T-1032,Jornada Comités de Vivienda - Región Metropolitana,14/03/2026,mabel.santana.demo16473@gmail.com,Mabel Santana
T-1021,Taller de Postulación DS19 - Mayo 2026,02/04/2025,alejandro.rivera.demo21884@outlook.com,Alejandro Rivera
T-1018,Charla: Déficit Habitacional en Chile,20/05/2024,hector.gonzalez.demo38322@gmail.com,Héctor González
T-1017,Taller Ahorro y Subsidio Habitacional,17/09/2024,augusto.ibanez.demo12232@hotmail.com,Augusto Ibáñez
T-1036,Taller de Postulación DS19 - Mayo 2026,12/03/2025,juan.elgueta.demo12523@outlook.com,Juan Elgueta
T-1005,Taller Subsidio Sectores Medios DS.01,30/05/2026,gloria.peralta.demo41286@hotmail.com,Gloria Peralta
T-1030,Taller Subsidio Sectores Medios DS.01,04/06/2024,danny.vargas.demo4543@yahoo.com,Danny Vargas
T-1029,Webinar: Cómo Postular al Subsidio Habitacional,20/08/2024,luis.veas.demo6272@hotmail.com,Luis Veas
T-1050,Taller Subsidio Sectores Medios DS.01,02/06/2024,renzo.videla.demo14375@hotmail.com,Renzo Videla
T-1048,Taller Subsidio Sectores Medios DS.01,15/02/2023,luis.quiroga.demo20776@outlook.com,Luis Quiroga
T-1007,Webinar: Cómo Postular al Subsidio Habitacional,15/10/2025,emanuel.cortez.demo31153@outlook.com,Emanuel Cortez
T-1052,Webinar: Cómo Postular al Subsidio Habitacional,14/02/2026,isidora.nunez.demo46122@yahoo.com,Isidora Núñez
T-1029,Webinar: Cómo Postular al Subsidio Habitacional,20/08/2025,maria.henriquez.demo25173@hotmail.com,María Henríquez
T-1046,Taller Subsidio Sectores Medios DS.01,20/01/2025,mia.moyano.demo37067@outlook.com,Mia Moyano
T-1027,Taller Ahorro y Subsidio Habitacional,07/12/2024,sebastian.hernandez.demo26978@hotmail.com,Sebastián Hernández
T-1039,Charla: Déficit Habitacional en Chile,11/03/2025,bastian.contreras.demo2314@outlook.com,Bastián Contreras
T-1039,Taller de Educación Financiera,31/10/2023,jeniffer.ramirez.demo24274@gmail.com,Jeniffer Ramírez
T-1053,Taller Subsidio Sectores Medios DS.01,10/03/2023,maritza.velasquez.demo27889@gmail.com,Maritza Velásquez
T-1028,Taller Ahorro y Subsidio Habitacional,04/04/2026,david.hidalgo.demo45134@yahoo.com,David Hidalgo
T-1041,Charla: Déficit Habitacional en Chile,23/07/2025,erick.esparza.demo5717@yahoo.com,Erick Esparza
T-1005,Taller Ahorro y Subsidio Habitacional,30/07/2025,jorge.rios.demo36341@gmail.com,Jorge Ríos
T-1002,Taller Ahorro y Subsidio Habitacional,20/06/2023,iris.osorio.demo27191@hotmail.com,Iris Osorio
T-1002,Taller de Postulación DS19 - Mayo 2026,06/04/2026,hector.valenzuela.demo5749@outlook.com,Héctor Valenzuela
T-1021,Taller Subsidio Sectores Medios DS.01,03/08/2025,pablo.munoz.demo49840@outlook.com,Pablo Muñoz
T-1054,Taller Ahorro y Subsidio Habitacional,29/01/2026,hans.oyarce.demo26196@hotmail.com,Hans Oyarce
T-1046,Taller Ahorro y Subsidio Habitacional,06/01/2026,matias.parra.demo4606@yahoo.com,Matías Parra
T-1019,Charla: Déficit Habitacional en Chile,23/01/2023,cristobal.arias.demo2152@yahoo.com,Cristóbal Arias
T-1004,Taller de Educación Financiera,27/04/2026,luisa.zarate.demo20238@outlook.com,Luisa Zárate
T-1034,Taller Ahorro y Subsidio Habitacional,25/11/2023,yeison.jorquera.demo28081@yahoo.com,Yeison Jorquera
T-1052,Webinar: Cómo Postular al Subsidio Habitacional,15/12/2024,alejandra.alvarez.demo23631@hotmail.com,Alejandra Álvarez
T-1056,Taller de Postulación DS19 - Mayo 2026,18/05/2026,antonio.montecinos.demo14152@hotmail.com,Antonio Montecinos
T-1012,Jornada Comités de Vivienda - Región Metropolitana,18/04/2023,catalina.salas.demo17776@hotmail.com,Catalina Salas
T-1016,Taller de Postulación DS19 - Mayo 2026,21/03/2024,alfonso.pereira.demo39446@hotmail.com,Alfonso Pereira
T-1053,Charla: Déficit Habitacional en Chile,03/01/2023,jorge.sandoval.demo44737@outlook.com,Jorge Sandoval
T-1005,Taller Ahorro y Subsidio Habitacional,12/01/2023,alejandra.toro.demo3644@gmail.com,Alejandra Toro
T-1003,Asamblea Informativa DS49,24/09/2025,victor.moya.demo34179@outlook.com,Víctor Moya
T-1041,Taller de Educación Financiera,23/01/2024,alicia.rubio.demo5684@outlook.com,Alicia Rubio
T-1010,Taller de Educación Financiera,15/07/2023,jorge.dominguez.demo8469@yahoo.com,Jorge Domínguez
T-1048,Charla: Déficit Habitacional en Chile,21/08/2024,diego.chavez.demo19773@hotmail.com,Diego Chávez
T-1032,Jornada Comités de Vivienda - Región Metropolitana,25/03/2025,julio.aranda.demo39889@gmail.com,Julio Aranda
T-1003,Taller de Postulación DS19 - Mayo 2026,21/03/2025,basilio.herrera.demo51362@hotmail.com,Basilio Herrera
T-1058,Taller de Postulación DS19 - Mayo 2026,11/06/2025,rocio.contreras.demo17537@yahoo.com,Rocío Contreras
T-1030,Taller de Educación Financiera,02/11/2024,john.valenzuela.demo42432@gmail.com,John Valenzuela
T-1036,Taller Ahorro y Subsidio Habitacional,11/08/2023,maria.vilches.demo43732@yahoo.com,María Vilches
T-1025,Charla: Déficit Habitacional en Chile,18/03/2026,maria.baez.demo39532@outlook.com,María Baez
T-1029,Taller Ahorro y Subsidio Habitacional,04/04/2024,pablo.sanchez.demo41097@outlook.com,Pablo Sánchez
T-1001,Taller de Postulación DS19 - Mayo 2026,23/04/2026,monica.ramos.demo15452@yahoo.com,Mónica Ramos
T-1003,Taller Subsidio Sectores Medios DS.01,14/06/2023,jose.alvarado.demo31847@yahoo.com,José Alvarado
T-1054,Taller Ahorro y Subsidio Habitacional,27/05/2023,maximo.guerra.demo2855@outlook.com,Máximo Guerra
T-1021,Webinar: Cómo Postular al Subsidio Habitacional,18/02/2024,abraham.leiva.demo21606@outlook.com,Abraham Leiva
T-1007,Taller Ahorro y Subsidio Habitacional,21/03/2026,matias.garcia.demo3667@gmail.com,Matías García
T-1013,Taller de Postulación DS19 - Mayo 2026,06/06/2023,nicolas.duran.demo49549@outlook.com,Nicolás Durán
T-1058,Taller de Educación Financiera,19/04/2023,luisa.castillo.demo45317@gmail.com,Luisa Castillo
T-1012,Taller Ahorro y Subsidio Habitacional,20/01/2024,juan.moran.demo24732@outlook.com,Juan Morán
T-1046,Taller de Educación Financiera,04/07/2024,samuel.carrasco.demo43221@yahoo.com,Samuel Carrasco
T-1037,Asamblea Informativa DS49,09/09/2025,francisco.baeza.demo10088@gmail.com,Francisco Baeza
T-1046,Jornada Comités de Vivienda - Región Metropolitana,18/05/2024,javiera.castillo.demo30161@hotmail.com,Javiera Castillo
T-1011,Taller de Educación Financiera,06/09/2024,rodrigo.iturra.demo30701@hotmail.com,Rodrigo Iturra
T-1035,Jornada Comités de Vivienda - Región Metropolitana,09/04/2023,gloria.correa.demo15110@outlook.com,Gloria Correa
T-1059,Jornada Comités de Vivienda - Región Metropolitana,25/04/2024,martin.barrios.demo8894@gmail.com,Martín Barrios
T-1053,Taller de Educación Financiera,30/03/2024,paola.vejar.demo39123@hotmail.com,Paola Vejar
T-1055,Taller de Educación Financiera,31/12/2023,yaritza.castillo.demo50132@outlook.com,Yaritza Castillo
T-1055,Taller Subsidio Sectores Medios DS.01,13/01/2026,julian.gonzalez.demo9383@hotmail.com,Julián González
T-1044,Webinar: Cómo Postular al Subsidio Habitacional,01/11/2023,elena.acosta.demo37383@hotmail.com,Elena Acosta
T-1018,Taller Ahorro y Subsidio Habitacional,29/01/2025,constanza.astorga.demo14640@hotmail.com,Constanza Astorga
